,CO,FECHA-HORA,NO2,O3,PART,SO2
41,233,26/02/17-06:50,22,25,73,14
42,233,26/02/17-07:00,24,21,76,14
43,233,26/02/17-07:10,22,19,73,15
44,233,26/02/17-07:20,22,26,86,15
45,233,26/02/17-07:30,24,23,83,14
46,233,26/02/17-07:40,27,17,75,15
47,233,26/02/17-07:50,26,14,71,15
48,233,26/02/17-08:00,28,10,65,14
49,233,26/02/17-08:10,29,15,63,17
50,233,26/02/17-08:20,23,22,59,12
51,190,26/02/17-08:30,19,24,59,15
52,232,26/02/17-08:40,18,24,60,14
53,233,26/02/17-08:50,21,24,62,15
54,233,26/02/17-09:00,24,26,63,15
55,233,26/02/17-09:10,25,27,61,14
56,230,26/02/17-09:20,18,33,60,13
57,227,26/02/17-09:30,20,31,61,13
58,232,26/02/17-09:40,20,32,62,12
59,216,26/02/17-09:50,22,36,61,13
60,190,26/02/17-10:00,14,48,66,13
61,198,26/02/17-10:10,15,48,66,14
62,233,26/02/17-10:20,17,49,70,14
63,209,26/02/17-10:30,15,53,71,15
64,228,26/02/17-10:40,15,53,75,15
65,219,26/02/17-10:50,18,54,71,16
66,189,26/02/17-11:00,15,60,70,15
67,233,26/02/17-11:10,18,61,73,13
68,204,26/02/17-11:20,14,65,69,16
69,188,26/02/17-11:30,16,65,71,17
70,228,26/02/17-11:40,16,66,71,15
71,229,26/02/17-11:50,13,66,70,15
72,233,26/02/17-12:00,16,63,69,17
73,233,26/02/17-12:10,20,64,70,16
74,233,26/02/17-12:20,20,61,72,16
75,233,26/02/17-12:30,23,59,74,16
76,233,26/02/17-12:40,20,64,75,16
77,233,26/02/17-12:50,18,68,75,17
78,233,26/02/17-13:00,21,70,76,18
79,233,26/02/17-13:10,21,72,73,16
80,233,26/02/17-13:20,19,72,73,16
81,232,26/02/17-13:30,17,75,71,16
82,219,26/02/17-13:40,18,78,73,15
83,232,26/02/17-13:50,20,74,75,15
84,216,26/02/17-14:00,19,77,76,17
85,233,26/02/17-14:10,17,84,75,16
86,233,26/02/17-14:20,17,88,75,16
87,233,26/02/17-14:30,18,88,78,17
88,233,26/02/17-14:40,16,87,79,16
89,233,26/02/17-14:50,17,86,70,17
90,193,26/02/17-15:00,15,91,68,16
91,228,26/02/17-15:10,14,90,67,15
92,233,26/02/17-15:20,13,93,65,15
93,233,26/02/17-15:30,12,94,61,16
94,159,26/02/17-15:40,13,94,59,16
95,148,26/02/17-15:50,14,94,55,15
96,136,26/02/17-16:00,13,96,54,16
97,205,26/02/17-16:10,14,95,59,14
98,213,26/02/17-16:20,15,97,62,15
99,207,26/02/17-16:30,16,97,61,15
100,179,26/02/17-16:40,17,97,61,16
101,198,26/02/17-16:50,15,99,65,15
102,223,26/02/17-17:00,17,93,69,16
103,233,26/02/17-17:10,19,94,69,15
104,228,26/02/17-17:20,24,89,69,16
105,212,26/02/17-17:30,21,92,67,18
106,173,26/02/17-17:40,25,89,68,18
107,150,26/02/17-17:50,19,97,68,17
108,189,26/02/17-18:00,20,92,67,17
109,122,26/02/17-18:10,19,94,66,18
110,193,26/02/17-18:20,21,89,65,17
111,217,26/02/17-18:30,28,79,66,17
112,233,26/02/17-18:40,34,73,69,17
113,197,26/02/17-18:50,34,71,70,16
114,233,26/02/17-19:00,36,64,70,16
115,229,26/02/17-19:10,38,60,70,16
116,233,26/02/17-19:20,45,52,71,16
117,233,26/02/17-19:30,47,49,77,16
118,233,26/02/17-19:40,49,42,80,16
119,252,26/02/17-19:50,55,35,78,18
120,233,26/02/17-20:00,48,45,78,18
121,233,26/02/17-20:10,45,43,77,18
122,248,26/02/17-20:20,44,41,75,16
123,239,26/02/17-20:30,52,37,76,18
124,282,26/02/17-20:40,45,43,75,19
125,228,26/02/17-20:50,38,49,74,18
126,233,26/02/17-21:00,36,48,72,17
127,233,26/02/17-21:10,36,46,70,18
128,233,26/02/17-21:20,35,49,69,17
129,233,26/02/17-21:30,41,39,71,18
130,233,26/02/17-21:40,40,45,70,18
131,233,26/02/17-21:50,33,47,70,17
132,212,26/02/17-22:00,32,52,69,18
133,169,26/02/17-22:10,25,55,69,16
134,232,26/02/17-22:20,22,56,70,18
135,233,26/02/17-22:30,24,51,71,17
136,233,26/02/17-22:40,26,55,71,17
137,233,26/02/17-22:50,21,55,71,15
138,233,26/02/17-23:00,22,54,71,15
139,218,26/02/17-23:10,21,56,71,15
140,233,26/02/17-23:20,21,53,71,14
141,219,26/02/17-23:30,18,55,70,15
142,217,26/02/17-23:40,20,53,70,15
143,228,26/02/17-23:50,20,55,70,14
144,200,27/02/17-00:00,19,53,69,15
1,233,27/02/17-00:10,23,49,70,16
2,231,27/02/17-00:20,18,56,70,16
3,233,27/02/17-00:30,18,53,71,15
4,233,27/02/17-00:40,20,50,70,17
5,266,27/02/17-00:50,27,40,71,15
6,233,27/02/17-01:00,35,37,73,16
7,256,27/02/17-01:10,32,37,73,17
8,282,27/02/17-01:20,31,33,72,17
9,242,27/02/17-01:30,32,34,76,16
10,233,27/02/17-01:40,29,37,77,16
11,233,27/02/17-01:50,25,37,77,14
12,233,27/02/17-02:00,20,45,74,16
13,202,27/02/17-02:10,17,49,71,15
14,167,27/02/17-02:20,15,50,71,15
15,166,27/02/17-02:30,15,48,71,13
16,173,27/02/17-02:40,17,45,71,13
17,159,27/02/17-02:50,15,47,72,13
18,123,27/02/17-03:00,14,49,72,14
19,117,27/02/17-03:10,12,53,73,16
20,117,27/02/17-03:20,10,53,73,16
21,117,27/02/17-03:30,11,55,74,15
22,117,27/02/17-03:40,12,57,72,14
23,119,27/02/17-03:50,11,56,72,14
24,119,27/02/17-04:00,12,58,71,14
25,117,27/02/17-04:10,11,59,72,14
26,123,27/02/17-04:20,10,62,74,14
27,117,27/02/17-04:30,11,63,74,14
28,117,27/02/17-04:40,10,64,74,14
29,117,27/02/17-04:50,11,62,75,13
30,117,27/02/17-05:00,10,64,73,13
31,117,27/02/17-05:10,7,66,72,14
32,117,27/02/17-05:20,9,62,72,13
33,117,27/02/17-05:30,10,63,70,14
34,117,27/02/17-05:40,10,63,70,16
35,117,27/02/17-05:50,10,60,70,15
36,117,27/02/17-06:00,12,60,70,16
37,117,27/02/17-06:10,12,62,71,14
38,117,27/02/17-06:20,10,61,71,15
39,117,27/02/17-06:30,10,64,71,15
40,117,27/02/17-06:40,11,63,70,15
41,125,27/02/17-06:50,13,59,71,15
42,120,27/02/17-07:00,18,57,71,14
43,117,27/02/17-07:10,16,58,71,14
44,160,27/02/17-07:20,20,55,71,14
45,182,27/02/17-07:30,19,60,70,16
46,137,27/02/17-07:40,21,54,71,16
47,199,27/02/17-07:50,26,50,72,15
48,213,27/02/17-08:00,23,56,70,15
49,203,27/02/17-08:10,25,52,71,14
50,151,27/02/17-08:20,26,52,71,15
51,158,27/02/17-08:30,36,44,73,14
52,213,27/02/17-08:40,59,23,74,16
53,175,27/02/17-08:50,44,37,74,15
54,185,27/02/17-09:00,55,28,76,17
55,210,27/02/17-09:10,49,29,73,15
56,233,27/02/17-09:20,46,29,76,16
57,233,27/02/17-09:30,50,24,76,16
58,233,27/02/17-09:40,49,31,71,16
59,233,27/02/17-09:50,38,33,69,17
60,233,27/02/17-10:00,47,24,83,16
61,233,27/02/17-10:10,43,28,84,16
62,233,27/02/17-10:20,42,29,86,16
63,233,27/02/17-10:30,43,29,89,17
64,233,27/02/17-10:40,41,36,82,16
65,233,27/02/17-10:50,40,33,81,15
66,233,27/02/17-11:00,42,38,81,15
67,233,27/02/17-11:10,36,46,72,16
68,233,27/02/17-11:20,28,52,70,15
69,257,27/02/17-11:30,32,47,70,16
70,233,27/02/17-11:40,36,52,70,18
71,233,27/02/17-11:50,31,60,68,17
72,225,27/02/17-12:00,33,55,68,16
73,233,27/02/17-12:10,42,44,72,19
74,233,27/02/17-12:20,42,52,69,19
75,228,27/02/17-12:30,40,53,67,20
76,233,27/02/17-12:40,31,64,64,18
77,228,27/02/17-12:50,35,64,65,18
78,221,27/02/17-13:00,30,70,64,17
79,189,27/02/17-13:10,38,55,62,20
80,232,27/02/17-13:20,39,61,61,21
81,203,27/02/17-13:30,32,70,59,19
82,211,27/02/17-13:40,38,63,61,20
83,221,27/02/17-13:50,35,66,61,18
84,233,27/02/17-14:00,33,69,63,17
85,233,27/02/17-14:10,28,75,62,16
86,225,27/02/17-14:20,24,80,61,16
87,222,27/02/17-14:30,27,79,60,17
88,233,27/02/17-14:40,33,72,58,18
89,227,27/02/17-14:50,26,85,55,17
90,136,27/02/17-15:00,28,78,55,17
91,181,27/02/17-15:10,23,83,54,16
92,204,27/02/17-15:20,26,80,52,16
93,129,27/02/17-15:30,25,81,49,15
94,186,27/02/17-15:40,26,77,47,17
95,163,27/02/17-15:50,28,76,47,17
96,196,27/02/17-16:00,28,81,46,16
97,228,27/02/17-16:10,21,84,48,14
98,163,27/02/17-16:20,17,86,47,14
99,178,27/02/17-16:30,16,83,48,13
100,197,27/02/17-16:40,20,81,47,15
101,207,27/02/17-16:50,21,78,47,14
102,233,27/02/17-17:00,21,78,47,13
103,233,27/02/17-17:10,24,72,47,13
104,226,27/02/17-17:20,28,68,48,14
105,233,27/02/17-17:30,29,66,47,14
106,233,27/02/17-17:40,30,64,48,15
107,233,27/02/17-17:50,35,58,48,16
108,233,27/02/17-18:00,40,52,47,15
109,233,27/02/17-18:10,35,56,46,15
110,233,27/02/17-18:20,36,53,46,16
111,233,27/02/17-18:30,38,49,49,16
112,233,27/02/17-18:40,41,47,50,14
113,233,27/02/17-18:50,47,38,47,16
114,262,27/02/17-19:00,59,31,44,16
115,236,27/02/17-19:10,58,33,43,14
116,233,27/02/17-19:20,57,31,45,13
117,233,27/02/17-19:30,55,29,46,15
118,247,27/02/17-19:40,66,17,49,15
119,233,27/02/17-19:50,60,33,44,15
120,233,27/02/17-20:00,51,34,43,13
121,233,27/02/17-20:10,54,30,43,14
122,233,27/02/17-20:20,55,31,42,14
123,233,27/02/17-20:30,60,26,41,12
124,233,27/02/17-20:40,59,28,42,13
125,270,27/02/17-20:50,59,27,42,13
126,233,27/02/17-21:00,50,32,44,13
127,242,27/02/17-21:10,54,29,44,14
128,233,27/02/17-21:20,48,34,43,13
129,233,27/02/17-21:30,43,38,42,12
130,233,27/02/17-21:40,47,33,42,11
131,244,27/02/17-21:50,60,17,42,12
132,233,27/02/17-22:00,54,33,43,11
133,243,27/02/17-22:10,39,39,43,9
134,243,27/02/17-22:20,42,36,42,9
135,233,27/02/17-22:30,49,28,41,8
136,237,27/02/17-22:40,51,27,41,8
137,233,27/02/17-22:50,52,28,41,10
138,233,27/02/17-23:00,45,34,39,12
139,233,27/02/17-23:10,48,30,39,10
140,233,27/02/17-23:20,50,26,41,7
141,233,27/02/17-23:30,56,23,40,7
142,235,27/02/17-23:40,50,33,37,8
143,233,27/02/17-23:50,46,39,35,8
144,233,28/02/17-00:00,41,39,35,7
